jobNo,Title,Location,Institution,"List id (1,2,3)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
3,Part Time Teller- 20 hours- East 105th Street ,"Cleveland, OH",https://careers.key.com/en-US/job/part-time-teller-20-hours-east-105th-street/J3Q55260JVVT7BQXHMT,[2],5,0,0,0,0,0,12,9,0,6,0,3,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,2,5,0,0,0,0,3,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,9,0
3,Part Time Teller- 20 hours- East 105th Street ,"Cleveland, OH",https://careers.key.com/en-US/job/part-time-teller-20-hours-east-105th-street/J3Q55260JVVT7BQXHMT,[3],0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,18,1,0,0,0,0,4,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Branch Manager-Littleton ,"Littleton, CO",https://careers.key.com/en-US/job/branch-manager-littleton/J3M5QJ6XDPT5QM77BF2,[1],9,0,7,0,0,2,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,4,15,0,0,2,4,0,0,0,0,0,0,1,0,1,0,1,0,5,0,0,2,1,0,0,2,4,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,2,0,2,0,4,0,1,0,14
4,Branch Manager-Littleton ,"Littleton, CO",https://careers.key.com/en-US/job/branch-manager-littleton/J3M5QJ6XDPT5QM77BF2,[2],7,0,0,0,0,0,13,15,0,9,0,4,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,3,1,2,4,0,0,0,2,0,0,0,0,0,0,1,0,4,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0
4,Branch Manager-Littleton ,"Littleton, CO",https://careers.key.com/en-US/job/branch-manager-littleton/J3M5QJ6XDPT5QM77BF2,[3],0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82,5,0,0,0,0,0,5,0,13,1,0,0,0,0,5,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Senior Relationship Manager - Community Development Lending ,"Seattle, WA",https://careers.key.com/en-US/job/senior-relationship-manager-community-development-lending/J3M2GT64BFKJN8P1K3M,[1],3,0,4,1,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4,0,9,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,1,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,2,0,0,0,0,0,2
5,Senior Relationship Manager - Community Development Lending ,"Seattle, WA",https://careers.key.com/en-US/job/senior-relationship-manager-community-development-lending/J3M2GT64BFKJN8P1K3M,[2],4,0,1,0,1,0,6,4,0,3,0,9,0,0,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,4,0,1,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,2,0
5,Senior Relationship Manager - Community Development Lending ,"Seattle, WA",https://careers.key.com/en-US/job/senior-relationship-manager-community-development-lending/J3M2GT64BFKJN8P1K3M,[3],0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0,0,3,0,4,0,7,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Senior Relationship Manager - Community Development Lending ,"Portland, OR",https://careers.key.com/en-US/job/senior-relationship-manager-community-development-lending/J3W7KC635BZRR2PCK9V,[1],3,0,4,1,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4,0,9,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,1,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,2,0,0,0,0,0,2
6,Senior Relationship Manager - Community Development Lending ,"Portland, OR",https://careers.key.com/en-US/job/senior-relationship-manager-community-development-lending/J3W7KC635BZRR2PCK9V,[2],4,0,1,0,1,0,6,4,0,3,0,9,0,0,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,4,0,1,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,2,0
6,Senior Relationship Manager - Community Development Lending ,"Portland, OR",https://careers.key.com/en-US/job/senior-relationship-manager-community-development-lending/J3W7KC635BZRR2PCK9V,[3],0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0,0,3,0,4,0,7,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Key@Work Relationship Manager - Buffalo, NY ","Buffalo, NY",https://careers.key.com/en-US/job/keywork-relationship-manager-buffalo-ny/J3P2X775MD4NV3G0RF8,[1],6,0,11,0,0,3,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,3,15,0,0,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,4,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,1,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,2,0,1,0,0,0,9
7,"Key@Work Relationship Manager - Buffalo, NY ","Buffalo, NY",https://careers.key.com/en-US/job/keywork-relationship-manager-buffalo-ny/J3P2X775MD4NV3G0RF8,[2],11,0,0,0,0,0,13,15,0,6,0,3,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0
7,"Key@Work Relationship Manager - Buffalo, NY ","Buffalo, NY",https://careers.key.com/en-US/job/keywork-relationship-manager-buffalo-ny/J3P2X775MD4NV3G0RF8,[3],0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,59,0,0,0,0,0,0,0,0,5,1,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I,n,v,a,l,i,d, ,v,a,l,u,e
I,n,v,a,l,i,d, ,v,a,l,u,e
I,n,v,a,l,i,d, ,v,a,l,u,e
9,2019 Summer Retail Banking Intern- Cincinnati ,"Cincinnati, OH",https://careers.key.com/en-US/job/2019-summer-retail-banking-intern-cincinnati/J3S6HG5YPDSM8LX2V97,[1],6,0,5,0,0,1,0,1,0,0,0,1,0,1,5,2,0,0,0,0,1,0,3,7,0,0,3,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,4,0,1,1,1,0,0,0,14
9,2019 Summer Retail Banking Intern- Cincinnati ,"Cincinnati, OH",https://careers.key.com/en-US/job/2019-summer-retail-banking-intern-cincinnati/J3S6HG5YPDSM8LX2V97,[2],5,0,0,0,0,0,11,7,0,6,0,3,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,1,2,6,0,0,0,0,5,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0
9,2019 Summer Retail Banking Intern- Cincinnati ,"Cincinnati, OH",https://careers.key.com/en-US/job/2019-summer-retail-banking-intern-cincinnati/J3S6HG5YPDSM8LX2V97,[3],0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68,0,0,0,0,0,0,0,0,14,1,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Personal Banker - Grove City Area ,"Grove City, OH",https://careers.key.com/en-US/job/personal-banker-grove-city-area/J3T1YB60GWB2PQRYLM9,[1],10,0,8,0,0,1,1,1,0,1,0,2,1,2,1,2,0,0,0,0,1,0,5,17,0,0,2,2,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,3,1,0,0,1,1,0,0,0,3,0,0,1,0,0,1,3,0,1,0,0,1,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,2,0,3,0,1,0,0,0,1,1,0,3,0,2,0,0,0,20
10,Personal Banker - Grove City Area ,"Grove City, OH",https://careers.key.com/en-US/job/personal-banker-grove-city-area/J3T1YB60GWB2PQRYLM9,[2],8,0,0,0,0,0,17,17,0,10,0,5,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,3,1,3,2,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,13,0,0,0,0,0,0,20,0
10,Personal Banker - Grove City Area ,"Grove City, OH",https://careers.key.com/en-US/job/personal-banker-grove-city-area/J3T1YB60GWB2PQRYLM9,[3],0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,97,2,0,0,0,0,0,2,0,13,1,0,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Personal Banker - Hilliard Area ,"Hilliard, OH",https://careers.key.com/en-US/job/personal-banker-hilliard-area/J3P4NY72RNP3P0MWXYQ,[1],10,0,8,0,0,1,1,1,0,1,0,2,1,2,1,2,0,0,0,0,1,0,5,17,0,0,2,2,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,3,1,0,0,1,1,0,0,0,3,0,0,1,0,0,1,3,0,1,0,0,1,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,2,0,3,0,1,0,0,0,1,1,0,3,0,2,0,0,0,20
11,Personal Banker - Hilliard Area ,"Hilliard, OH",https://careers.key.com/en-US/job/personal-banker-hilliard-area/J3P4NY72RNP3P0MWXYQ,[2],8,0,0,0,0,0,17,17,0,10,0,5,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,3,1,3,2,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,13,0,0,0,0,0,0,20,0
11,Personal Banker - Hilliard Area ,"Hilliard, OH",https://careers.key.com/en-US/job/personal-banker-hilliard-area/J3P4NY72RNP3P0MWXYQ,[3],0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,97,2,0,0,0,0,0,2,0,13,1,0,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Lead Teller - Collinwood ,"Cleveland, OH",https://careers.key.com/en-US/job/lead-teller-collinwood/J3T1T0686CG6YRHD6QN,[1],7,0,5,0,0,1,1,1,0,0,0,1,0,0,2,2,0,0,0,0,1,0,3,8,0,0,2,3,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1,1,0,0,1,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,3,0,1,0,3,0,1,0,19
12,Lead Teller - Collinwood ,"Cleveland, OH",https://careers.key.com/en-US/job/lead-teller-collinwood/J3T1T0686CG6YRHD6QN,[2],5,0,0,0,0,0,11,8,0,7,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,1,2,3,0,0,0,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,19,0
12,Lead Teller - Collinwood ,"Cleveland, OH",https://careers.key.com/en-US/job/lead-teller-collinwood/J3T1T0686CG6YRHD6QN,[3],0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,0,0,0,0,0,2,0,11,1,0,0,0,0,4,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Lead Teller - Germantown Pike Branch ,"Dayton, OH",https://careers.key.com/en-US/job/lead-teller-germantown-pike-branch/J3M3R16MMPJXQ9Z9GQZ,[1],7,0,5,0,0,1,1,1,0,0,0,1,0,0,2,2,0,0,0,0,1,0,3,8,0,0,2,3,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1,1,0,0,1,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,3,0,1,0,3,0,1,0,19
13,Lead Teller - Germantown Pike Branch ,"Dayton, OH",https://careers.key.com/en-US/job/lead-teller-germantown-pike-branch/J3M3R16MMPJXQ9Z9GQZ,[2],5,0,0,0,0,0,11,8,0,7,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,1,2,3,0,0,0,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,19,0
13,Lead Teller - Germantown Pike Branch ,"Dayton, OH",https://careers.key.com/en-US/job/lead-teller-germantown-pike-branch/J3M3R16MMPJXQ9Z9GQZ,[3],0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,0,0,0,0,0,2,0,11,1,0,0,0,0,4,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Float Teller (40 Hours) - Friday Harbor ,"Friday Harbor, WA",https://careers.key.com/en-US/job/float-teller-40-hours-friday-harbor/J3V4JL6SLYNT75JT3CG,[1],6,0,5,0,0,1,0,1,0,0,0,1,0,0,3,2,0,0,0,0,1,0,3,9,0,0,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,3,0,1,0,1,0,0,0,9
14,Float Teller (40 Hours) - Friday Harbor ,"Friday Harbor, WA",https://careers.key.com/en-US/job/float-teller-40-hours-friday-harbor/J3V4JL6SLYNT75JT3CG,[2],5,0,0,0,0,0,10,9,0,6,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,2,3,0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,9,0
14,Float Teller (40 Hours) - Friday Harbor ,"Friday Harbor, WA",https://careers.key.com/en-US/job/float-teller-40-hours-friday-harbor/J3V4JL6SLYNT75JT3CG,[3],0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,11,1,0,0,0,0,4,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Quantitative Modeling Associate ,"Cleveland, OH",https://careers.key.com/en-US/job/quantitative-modeling-associate/J3Q3QB5ZR451Q2MF735,[1],2,0,3,0,0,1,2,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7
15,Quantitative Modeling Associate ,"Cleveland, OH",https://careers.key.com/en-US/job/quantitative-modeling-associate/J3Q3QB5ZR451Q2MF735,[2],3,0,0,0,0,0,3,2,0,2,1,2,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,1
15,Quantitative Modeling Associate ,"Cleveland, OH",https://careers.key.com/en-US/job/quantitative-modeling-associate/J3Q3QB5ZR451Q2MF735,[3],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Quantitative Modeling Associate ,"Buffalo, NY",https://careers.key.com/en-US/job/quantitative-modeling-associate/J3S4RZ6ZD82C05W7MSC,[1],2,0,3,0,0,1,2,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7
16,Quantitative Modeling Associate ,"Buffalo, NY",https://careers.key.com/en-US/job/quantitative-modeling-associate/J3S4RZ6ZD82C05W7MSC,[2],3,0,0,0,0,0,3,2,0,2,1,2,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,1
